k,inertia,silhouette,calinski_harabasz
2,55.45974425421272,0.3244262074286029,7.309852631119524
3,32.35964347094504,0.3975276552387171,8.849961670247778
4,19.702438957461414,0.4043208549390591,10.326648554495405
5,14.990657493421304,0.31200792962385554,9.456980085678518
6,10.850177948173203,0.34125579630863884,9.417337388406219
7,7.9787473237008335,0.2810343203039626,9.193303274440966
8,5.597914965299947,0.244236988054932,9.228138445431876
